age,workclass,marital_status,race
34.29805818148266,government department,Married-h1,White-h1
21.433493122484926,Private-h1,Single,White-h1
59.1327793780149,Private-h1,Married-h1,White-h1
58.053719060624665,Private-h1,Widowhood,White-h1
48.30689603497618,Private-h1,Married-h1,White-h1
41.85815333169357,Private-h1,Single,White-h1
35.18035656529674,Private-h1,Single,White-h1
35.881770632170344,Self-employed,Married-h1,White-h1
49.743754555193306,Private-h1,Single,White-h1
34.497196043165566,Private-h1,Single,White-h1
47.30657058923438,Self-employed,Married-h1,White-h1
42.07425262606222,Private-h1,Married-h1,Non-White
21.745666317183744,Private-h1,Single,White-h1
64.17387362858646,Self-employed,Married-h1,White-h1
51.840063787523995,Self-employed,Married-h1,White-h1
20.28237416760397,government department,Single,White-h1
27.917803382905273,Private-h1,Single,White-h1
48.9014536493612,Private-h1,Married-h1,White-h1
29.97448983517015,Self-employed,Single,White-h1
50.76157194393625,Private-h1,Married-h1,White-h1
36.39426777967452,Private-h1,Married-h1,White-h1
43.65548477216114,Private-h1,Married-h1,White-h1
50.33695830362668,Private-h1,Married-h1,White-h1
55.35689544603076,Private-h1,Single,White-h1
25.804763136774312,Private-h1,Single,White-h1
38.13081188648744,Private-h1,Single,Non-White
42.613174882663465,Private-h1,Married-h1,White-h1
49.00096791238505,Private-h1,Widowhood,Non-White
35.14964803122216,Private-h1,Single,White-h1
28.596466214650846,Private-h1,Single,Non-White
42.34664878374606,Private-h1,Married-h1,White-h1
33.93149286816121,Self-employed,Married-h1,White-h1
36.56888672752636,Self-employed,Married-h1,White-h1
26.78961866074316,Private-h1,Single,White-h1
49.85046355285655,Self-employed,Married-h1,White-h1
44.57072087339612,Self-employed,Widowhood,White-h1
28.04791619161041,government department,Single,Non-White
16.604940261703405,Private-h1,Single,White-h1
28.153439019635094,Private-h1,Single,White-h1
49.41451536850714,Private-h1,Single,White-h1
27.073809803635623,Private-h1,Single,Non-White
34.44568931760087,Private-h1,Married-h1,White-h1
27.99098280748024,Private-h1,Single,White-h1
46.0785169035622,Private-h1,Single,White-h1
19.242569420646348,Private-h1,Married-h1,White-h1
35.97683894863588,Private-h1,Single,White-h1
35.099418674459855,Private-h1,Married-h1,White-h1
25.19288950454836,government department,Single,White-h1
27.007507243968682,Private-h1,Married-h1,White-h1
42.77210785108015,Private-h1,Single,White-h1
23.39951471153384,Private-h1,Single,White-h1
18.061892337362742,Private-h1,Single,White-h1
36.794675892906184,government department,Married-h1,White-h1
51.240568937445126,Private-h1,Married-h1,White-h1
26.13616440233972,Private-h1,Married-h1,Non-White
57.10620265163015,Private-h1,Married-h1,White-h1
43.39042930778702,Private-h1,Married-h1,White-h1
20.566384671039145,Private-h1,Single,White-h1
47.41093221553301,government department,Single,White-h1
43.13405954063727,government department,Married-h1,White-h1
49.15003300188172,Private-h1,Widowhood,White-h1
51.495487751526035,Private-h1,Single,Non-White
18.368411110118252,Private-h1,Single,White-h1
71.62138502521309,Self-employed,Married-h1,White-h1
43.93688838552002,Private-h1,Married-h1,White-h1
49.446621963251616,Private-h1,Single,Non-White
35.258434267329804,Private-h1,Married-h1,White-h1
26.06795858684068,government department,Single,White-h1
34.76670194847271,Private-h1,Married-h1,White-h1
64.66219920789293,Private-h1,Married-h1,White-h1
38.365123783351514,Private-h1,Single,White-h1
22.315387191443335,Private-h1,Single,White-h1
34.95843805660554,Private-h1,Single,White-h1
35.522239948095326,Private-h1,Single,White-h1
20.50819070745737,Private-h1,Single,Non-White
57.02057312953187,Private-h1,Married-h1,White-h1
44.574132962529276,Private-h1,Married-h1,White-h1
60.41381235882267,Private-h1,Married-h1,White-h1
63.80980850366396,Private-h1,Married-h1,White-h1
42.795691910830065,Private-h1,Married-h1,White-h1
57.90467685033232,Private-h1,Widowhood,White-h1
48.48864045078764,Private-h1,Married-h1,White-h1
28.428915079001726,Private-h1,Married-h1,White-h1
42.76890997127419,Private-h1,Single,Non-White
18.54758593635047,Private-h1,Single,White-h1
36.13377497202208,Private-h1,Married-h1,White-h1
28.099051805345887,Private-h1,Single,White-h1
20.93279110677045,government department,Single,White-h1
21.54942238425782,Private-h1,Single,White-h1
43.44421188818971,Self-employed,Married-h1,White-h1
28.98589571410922,Private-h1,Married-h1,White-h1
34.820886623950045,Private-h1,Married-h1,White-h1
25.978264378336874,government department,Single,White-h1
56.57362286390337,Private-h1,Married-h1,White-h1
45.566155556586224,Private-h1,Married-h1,White-h1
43.45971772203599,Private-h1,Married-h1,White-h1
36.10382817608733,Private-h1,Married-h1,White-h1
20.40241176590552,Private-h1,Single,White-h1
27.611474015129655,Private-h1,Single,White-h1
54.660767906833186,Private-h1,Married-h1,White-h1
42.20601192105796,Private-h1,Married-h1,White-h1
28.42860115411598,Self-employed,Single,White-h1
47.256444007710904,government department,Married-h1,White-h1
34.4826018227726,Self-employed,Married-h1,White-h1
37.04848256032525,government department,Single,White-h1
26.120654811062295,Private-h1,Single,White-h1
23.24958634934861,Private-h1,Single,White-h1
56.618274688617916,government department,Married-h1,Non-White
43.62333343796554,government department,Single,White-h1
19.42178441454679,Private-h1,Single,White-h1
46.74814368021471,Private-h1,Single,White-h1
36.213313121650756,Private-h1,Married-h1,White-h1
19.449501680283777,Private-h1,Single,Non-White
17.94980394480731,Private-h1,Single,White-h1
23.270535331240797,Private-h1,Single,White-h1
27.572414225287798,Private-h1,Single,White-h1
72.44118280218258,Private-h1,Married-h1,White-h1
26.410153246996263,Self-employed,Single,White-h1
45.688514505055124,government department,Married-h1,White-h1
35.41402263934116,Private-h1,Married-h1,White-h1
35.471322685192966,Private-h1,Single,White-h1
39.878344577011035,Private-h1,Single,White-h1
37.530509467424515,Private-h1,Single,White-h1
65.75556060410936,Private-h1,Married-h1,White-h1
21.924697058852402,Private-h1,Single,White-h1
54.9036287944682,government department,Single,Non-White
58.5310443549499,Private-h1,Married-h1,White-h1
59.788033951061145,Private-h1,Single,White-h1
42.536382837747865,Self-employed,Married-h1,White-h1
35.83716632720278,Private-h1,Single,White-h1
28.277502964165606,Private-h1,Married-h1,White-h1
25.336576916746253,Private-h1,Married-h1,White-h1
19.784531615344704,Private-h1,Single,White-h1
67.06253378533634,Private-h1,Married-h1,White-h1
58.66030087920924,Self-employed,Widowhood,White-h1
48.329229189421724,Private-h1,Single,White-h1
45.28922738098417,Private-h1,Married-h1,White-h1
24.711822813102195,Private-h1,Single,White-h1
33.73217968984116,Private-h1,Married-h1,White-h1
28.06039991115155,Private-h1,Single,White-h1
46.25351572404844,Private-h1,Married-h1,White-h1
41.77891517946947,Self-employed,Married-h1,White-h1
49.64513121626951,Private-h1,Widowhood,Non-White
35.186849705347846,Private-h1,Married-h1,White-h1
36.77039472187142,Private-h1,Married-h1,White-h1
51.90990950944837,Private-h1,Married-h1,White-h1
35.69435404395525,Private-h1,Single,White-h1
27.955745430947303,Private-h1,Single,White-h1
43.21573136160689,Self-employed,Married-h1,White-h1
44.524567815809874,Private-h1,Single,White-h1
58.57529691159918,Private-h1,Married-h1,White-h1
25.496431484770547,Self-employed,Single,White-h1
33.47996540543901,Private-h1,Married-h1,White-h1
35.38605131327859,Private-h1,Married-h1,White-h1
43.60125680918694,government department,Married-h1,Non-White
21.456037261163463,Private-h1,Single,White-h1
30.69646528208521,Private-h1,Single,Non-White
17.231057048282125,Private-h1,Single,Non-White
53.6593721363249,Private-h1,Single,Non-White
34.46421076532519,Private-h1,Single,White-h1
49.00959014583986,government department,Single,White-h1
20.254152579119456,Private-h1,Single,White-h1
28.261170528299136,Private-h1,Single,White-h1
20.258372921290544,government department,Married-h1,Non-White
57.22250050403874,Self-employed,Married-h1,White-h1
52.65422309279702,Private-h1,Married-h1,White-h1
45.034115698213135,Private-h1,Married-h1,White-h1
26.248123487108824,Private-h1,Single,White-h1
39.694014305968594,government department,Married-h1,White-h1
34.962848725288865,Self-employed,Married-h1,White-h1
19.21616617048526,Private-h1,Single,Non-White
86.16957024028834,government department,Widowhood,White-h1
41.62236154750282,Private-h1,Single,White-h1
29.01794137191221,Private-h1,Single,White-h1
41.70162688893217,Private-h1,Single,White-h1
47.22359745741305,Private-h1,Single,White-h1
66.75038587297624,Self-employed,Married-h1,White-h1
51.38679547619428,Private-h1,Single,White-h1
48.559387559955326,government department,Single,Non-White
27.299336604590295,government department,Married-h1,White-h1
39.17373566176493,Private-h1,Married-h1,White-h1
49.78675333989253,Private-h1,Married-h1,White-h1
34.28134599088112,Private-h1,Single,White-h1
35.42625770255176,Private-h1,Married-h1,Non-White
32.42914751411074,Private-h1,Married-h1,White-h1
64.95098300780941,Private-h1,Married-h1,White-h1
35.20824214660355,Private-h1,Married-h1,White-h1
44.03473700590416,Private-h1,Widowhood,White-h1
42.53708832568288,Private-h1,Married-h1,White-h1
36.0860778289696,Private-h1,Single,White-h1
52.29182995574627,Private-h1,Married-h1,White-h1
64.70806915492366,Self-employed,Married-h1,White-h1
56.19464901670299,Private-h1,Married-h1,White-h1
21.805839907306993,government department,Single,White-h1
31.8737907357817,Private-h1,Single,White-h1
69.83331158516488,Self-employed,Widowhood,White-h1
17.581775350097065,Private-h1,Single,White-h1
63.34794209831407,Private-h1,Married-h1,White-h1
34.98608997268638,Private-h1,Married-h1,White-h1
29.51155804469897,Private-h1,Married-h1,White-h1
42.19247472130728,government department,Single,White-h1
42.0135177202332,government department,Married-h1,White-h1
17.847394979111986,Private-h1,Single,White-h1
27.988646638886706,Private-h1,Married-h1,White-h1
68.63984327731845,Self-employed,Married-h1,Non-White
51.84104871362113,Private-h1,Single,White-h1
21.062132376893093,Private-h1,Single,White-h1
24.972317949795723,Private-h1,Single,White-h1
19.691858467091464,Private-h1,Single,White-h1
40.869193314125525,government department,Single,White-h1
41.96634051706848,Self-employed,Single,White-h1
41.75569875489117,Private-h1,Married-h1,White-h1
27.927986168861857,government department,Single,White-h1
29.73278869436086,Private-h1,Single,White-h1
26.886655434953642,Private-h1,Single,White-h1
60.68272808104401,Private-h1,Single,White-h1
37.65525053498526,Private-h1,Married-h1,White-h1
39.130626770989245,Private-h1,Widowhood,White-h1
33.767216956125615,Self-employed,Married-h1,White-h1
23.311311220389843,Private-h1,Married-h1,White-h1
34.22525476045855,Private-h1,Married-h1,Non-White
54.530181099309026,Private-h1,Married-h1,White-h1
19.36465817070525,Private-h1,Single,White-h1
41.0099377787136,Private-h1,Single,White-h1
58.90577676898072,government department,Married-h1,White-h1
28.31731101911915,Private-h1,Single,White-h1
43.89435909000351,Private-h1,Married-h1,White-h1
50.43858246974681,Self-employed,Married-h1,Non-White
41.47813012410083,Private-h1,Married-h1,White-h1
28.283544929116097,government department,Married-h1,White-h1
49.531342742767535,government department,Married-h1,White-h1
50.92550725978197,government department,Single,White-h1
20.049860954714248,Private-h1,Single,Non-White
43.34066209832169,government department,Single,White-h1
52.07933982997442,Private-h1,Single,White-h1
29.362420049831826,Private-h1,Single,Non-White
48.88203442335269,Private-h1,Single,White-h1
48.2209567396418,Private-h1,Married-h1,White-h1
58.06311757639803,Private-h1,Married-h1,White-h1
27.44916533502277,Private-h1,Married-h1,White-h1
51.780286802451045,government department,Single,Non-White
40.58045758153714,Self-employed,Married-h1,Non-White
36.57572375241067,Private-h1,Single,White-h1
40.223617038989524,government department,Single,White-h1
33.88859618687399,Private-h1,Married-h1,Non-White
40.53736870900571,government department,Married-h1,Non-White
27.439486724426725,Self-employed,Single,White-h1
47.3252471813411,Private-h1,Married-h1,White-h1
48.55347424694453,Self-employed,Married-h1,White-h1
43.715386262774224,government department,Single,White-h1
56.24225607041996,Private-h1,Single,White-h1
32.75329720153127,Private-h1,Single,White-h1
20.88143260926193,Private-h1,Married-h1,White-h1
28.06615901518745,Private-h1,Married-h1,White-h1
26.230825774133603,Self-employed,Single,Non-White
46.55402695560109,Private-h1,Single,White-h1
64.81279788539453,Private-h1,Married-h1,White-h1
65.40677342998141,government department,Single,Non-White
32.49397820023197,Private-h1,Married-h1,White-h1
20.135162439860192,Private-h1,Single,White-h1
49.1035156457075,government department,Single,White-h1
29.238016253500724,Private-h1,Single,Non-White
42.35030940361407,Private-h1,Married-h1,White-h1
28.695006032268353,Private-h1,Single,White-h1
17.205314635606683,Private-h1,Married-h1,White-h1
35.23062496907578,Private-h1,Single,White-h1
19.392527746581735,Private-h1,Single,White-h1
41.375788979895795,Private-h1,Single,White-h1
40.34579853170739,Private-h1,Single,Non-White
38.2599155060692,Self-employed,Single,Non-White
22.498358565727813,Private-h1,Single,White-h1
22.65599720011761,Private-h1,Single,White-h1
46.841719156353705,Self-employed,Married-h1,White-h1
64.5340559665089,Private-h1,Widowhood,White-h1
51.29744463970826,government department,Single,Non-White
41.879032473538466,government department,Married-h1,White-h1
50.19907405668765,Private-h1,Single,Non-White
35.229905953060225,Private-h1,Single,Non-White
52.44058443115828,Private-h1,Married-h1,White-h1
22.298649469839148,Private-h1,Married-h1,Non-White
45.03801058905002,government department,Married-h1,White-h1
54.726314388352776,government department,Single,Non-White
26.98981322300215,government department,Single,White-h1
65.93282872850953,government department,Single,White-h1
48.7974514837208,Private-h1,Single,White-h1
43.099536217333984,government department,Single,Non-White
29.654840496896593,Self-employed,Single,White-h1
41.99171273152848,Private-h1,Married-h1,White-h1
55.52695820678077,Private-h1,Married-h1,White-h1
35.62671938231116,Private-h1,Single,White-h1
19.949231252041614,government department,Single,White-h1
24.06638888312621,Private-h1,Single,White-h1
55.87433938582235,Self-employed,Single,White-h1
27.43960794646189,Private-h1,Single,Non-White
38.6694089741343,Private-h1,Married-h1,White-h1
34.952331805459494,Private-h1,Single,White-h1
30.61780112627456,Private-h1,Married-h1,White-h1
19.235193120659122,Private-h1,Single,White-h1
55.8055634347581,Private-h1,Single,White-h1
55.26663617030941,Private-h1,Married-h1,White-h1
26.383996063590985,Private-h1,Single,White-h1
48.5448675818933,Private-h1,Married-h1,White-h1
55.1225035112961,Private-h1,Single,White-h1
36.43711218350063,Private-h1,Single,White-h1
32.32598859565393,Private-h1,Married-h1,White-h1
50.69640900371036,Private-h1,Single,White-h1
25.078439300570842,Private-h1,Single,White-h1
20.588141809001254,government department,Single,Non-White
