age	workclass	education	education_num	marital_status	occupation	relationship	race	sex	capital_gain	capital_loss	hours_per_week	native_country
(53.5, 60.8]	Private-h1	Assoc-acdm	12	Married-h1	Tech-support	Husband	White-h1	Male	0	0	25	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Single	Adm-clerical	Not-in-family	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	50	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Married-h1	Other-service	Husband	White-h1	Male	0	0	45	United-States
(24.3, 31.6]	Private-h1	11th	7	Single	Sales	Own-child	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	government department	Assoc-acdm	12	Married-h1	Craft-repair	Wife	White-h1	Female	0	0	50	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Transport-moving	Not-in-family	White-h1	Male	0	0	50	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Widowhood	Other-service	Unmarried	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Self-employed	HS-grad	9	Married-h1	Other-service	Husband	Non-White	Male	0	0	78	Thailand
(38.9, 46.2]	Private-h1	Bachelors	13	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	45	United-States
(46.2, 53.5]	Self-employed	10th	6	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	60	United-States
(24.3, 31.6]	government department	Some-college	10	Married-h1	Adm-clerical	Husband	Non-White	Male	0	0	20	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Other-service	Not-in-family	White-h1	Male	0	0	52	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Married-h1	Sales	Husband	Non-White	Male	0	0	90	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Married-h1	Prof-specialty	Wife	White-h1	Female	0	0	40	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Single	Adm-clerical	Not-in-family	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Private-h1	Assoc-voc	11	Married-h1	Handlers-cleaners	Husband	Non-White	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Assoc-acdm	12	Single	Adm-clerical	Own-child	White-h1	Female	0	0	45	United-States
(38.9, 46.2]	Private-h1	11th	7	Single	Other-service	Not-in-family	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	government department	HS-grad	9	Married-h1	Adm-clerical	Husband	Non-White	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	11th	7	Single	Machine-op-inspct	Unmarried	Non-White	Male	0	0	43	Germany
(38.9, 46.2]	Self-employed	Bachelors	13	Married-h1	Farming-fishing	Husband	White-h1	Male	4386	0	35	United-States
(38.9, 46.2]	Private-h1	9th	5	Married-h1	Other-service	Wife	Non-White	Female	3411	0	34	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Machine-op-inspct	Not-in-family	White-h1	Male	0	0	40	United-States
(53.5, 60.8]	Private-h1	HS-grad	9	Married-h1	Transport-moving	Husband	White-h1	Male	0	1887	40	United-States
(46.2, 53.5]	Private-h1	Assoc-voc	11	Married-h1	Machine-op-inspct	Wife	White-h1	Female	0	0	40	Peru
(53.5, 60.8]	Private-h1	HS-grad	9	Single	Exec-managerial	Not-in-family	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	Assoc-voc	11	Single	Sales	Not-in-family	White-h1	Male	0	0	50	United-States
(31.6, 38.9]	government department	Some-college	10	Single	Protective-serv	Not-in-family	Non-White	Male	0	0	40	United-States
(53.5, 60.8]	Self-employed	10th	6	Married-h1	Transport-moving	Wife	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Other-service	Not-in-family	White-h1	Male	0	0	43	Mexico
(31.6, 38.9]	government department	Assoc-acdm	12	Married-h1	Adm-clerical	Wife	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Self-employed	Masters	14	Single	Prof-specialty	Unmarried	White-h1	Female	0	0	35	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Sales	Husband	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Self-employed	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	1672	60	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	50	United-States
(31.6, 38.9]	Private-h1	Assoc-voc	11	Single	Craft-repair	Not-in-family	White-h1	Male	0	0	40	United-States
(53.5, 60.8]	Self-employed	HS-grad	9	Married-h1	Other-service	Husband	White-h1	Male	0	1902	60	United-States
(46.2, 53.5]	Private-h1	Assoc-voc	11	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	45	United-States
(38.9, 46.2]	Self-employed	Some-college	10	Married-h1	Sales	Husband	White-h1	Male	5013	0	40	United-States
(38.9, 46.2]	Self-employed	HS-grad	9	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	66	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	45	United-States
(38.9, 46.2]	Self-employed	Some-college	10	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	50	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Craft-repair	Not-in-family	White-h1	Male	0	0	50	United-States
(53.5, 60.8]	Private-h1	11th	7	Widowhood	Transport-moving	Unmarried	Non-White	Male	0	0	40	United-States
(46.2, 53.5]	Self-employed	Masters	14	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	50	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	Non-White	Male	0	0	60	United-States
(53.5, 60.8]	Private-h1	HS-grad	9	Widowhood	Adm-clerical	Unmarried	Non-White	Female	0	0	38	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Craft-repair	Not-in-family	White-h1	Male	3325	0	45	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Transport-moving	Not-in-family	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Self-employed	Prof-school	15	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	60	United-States
(46.2, 53.5]	Self-employed	HS-grad	9	Married-h1	Exec-managerial	Husband	White-h1	Male	7688	0	40	United-States
(38.9, 46.2]	Private-h1	10th	6	Single	Machine-op-inspct	Not-in-family	Non-White	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Craft-repair	Not-in-family	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	10th	6	Single	Craft-repair	Not-in-family	Non-White	Male	0	0	40	United-States
(68.1, 75.4]	government department	HS-grad	9	Married-h1	Adm-clerical	Husband	Non-White	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	2051	45	United-States
(46.2, 53.5]	Private-h1	Masters	14	Single	Exec-managerial	Not-in-family	White-h1	Female	0	0	75	United-States
(16.927, 24.3]	Private-h1	Assoc-voc	11	Single	Protective-serv	Not-in-family	White-h1	Male	0	0	60	United-States
(38.9, 46.2]	Private-h1	Assoc-acdm	12	Married-h1	Prof-specialty	Husband	White-h1	Male	7298	0	36	United-States
(60.8, 68.1]	Private-h1	Prof-school	15	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	5	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Prof-specialty	Own-child	Non-White	Male	0	0	40	United-States
(24.3, 31.6]	government department	Bachelors	13	Single	Prof-specialty	Not-in-family	White-h1	Female	0	0	40	United-States
(68.1, 75.4]	government department	Masters	14	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	11	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Handlers-cleaners	Own-child	White-h1	Female	0	0	36	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Adm-clerical	Husband	White-h1	Male	0	0	38	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Other-service	Unmarried	White-h1	Female	0	0	48	United-States
(24.3, 31.6]	Private-h1	Assoc-voc	11	Single	Adm-clerical	Own-child	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	11th	7	Single	Adm-clerical	Own-child	Non-White	Female	0	0	24	United-States
(31.6, 38.9]	Self-employed	Some-college	10	Single	Other-service	Not-in-family	White-h1	Male	0	0	35	United-States
(38.9, 46.2]	Self-employed	HS-grad	9	Widowhood	Craft-repair	Not-in-family	White-h1	Male	0	0	40	United-States
(53.5, 60.8]	Private-h1	Assoc-voc	11	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Self-employed	HS-grad	9	Married-h1	Sales	Husband	White-h1	Male	99999	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Craft-repair	Not-in-family	White-h1	Male	0	0	25	United-States
(38.9, 46.2]	government department	Bachelors	13	Married-h1	Prof-specialty	Husband	Non-White	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	10th	6	Married-h1	Farming-fishing	Husband	White-h1	Male	2105	0	40	Mexico
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Adm-clerical	Unmarried	White-h1	Male	0	2001	42	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Other-service	Own-child	White-h1	Female	0	0	25	United-States
(53.5, 60.8]	government department	HS-grad	9	Single	Adm-clerical	Unmarried	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	Masters	14	Single	Exec-managerial	Unmarried	White-h1	Male	0	0	60	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Married-h1	Sales	Husband	White-h1	Male	0	0	48	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Exec-managerial	Not-in-family	White-h1	Female	0	0	41	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Adm-clerical	Husband	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	government department	HS-grad	9	Married-h1	Adm-clerical	Husband	White-h1	Male	15024	0	35	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Handlers-cleaners	Other-relative	Non-White	Male	0	0	40	United-States
(24.3, 31.6]	Self-employed	11th	7	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	50	United-States
(31.6, 38.9]	Private-h1	11th	7	Single	Sales	Not-in-family	White-h1	Male	0	0	43	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Single	Sales	Not-in-family	White-h1	Female	0	1980	65	United-States
(31.6, 38.9]	Self-employed	Some-college	10	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	55	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Adm-clerical	Not-in-family	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Self-employed	Bachelors	13	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	80	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Single	Machine-op-inspct	Not-in-family	White-h1	Male	3325	0	45	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Other-service	Not-in-family	White-h1	Male	0	0	45	United-States
(60.8, 68.1]	Self-employed	Bachelors	13	Married-h1	Exec-managerial	Husband	White-h1	Male	15024	0	55	United-States
(31.6, 38.9]	Private-h1	Assoc-acdm	12	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	42	United-States
(53.5, 60.8]	government department	HS-grad	9	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Sales	Husband	White-h1	Male	0	0	50	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Adm-clerical	Not-in-family	Non-White	Female	0	0	14	United-States
(38.9, 46.2]	government department	Some-college	10	Married-h1	Adm-clerical	Husband	Non-White	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Widowhood	Prof-specialty	Unmarried	Non-White	Male	0	0	40	United-States
(24.3, 31.6]	Self-employed	Assoc-voc	11	Married-h1	Prof-specialty	Husband	White-h1	Male	15024	0	65	United-States
(31.6, 38.9]	Self-employed	Bachelors	13	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	35	United-States
(60.8, 68.1]	Self-employed	Assoc-voc	11	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	50	United-States
(53.5, 60.8]	Self-employed	Bachelors	13	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	40	England
(38.9, 46.2]	Private-h1	Bachelors	13	Single	Other-service	Not-in-family	Non-White	Male	0	0	40	China
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Adm-clerical	Husband	White-h1	Male	0	0	58	United-States
(53.5, 60.8]	Private-h1	Bachelors	13	Married-h1	Adm-clerical	Wife	White-h1	Female	2885	0	30	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Exec-managerial	Own-child	White-h1	Male	0	1340	40	United-States
(16.927, 24.3]	government department	9th	5	Single	Other-service	Own-child	Non-White	Male	0	0	9	United-States
(46.2, 53.5]	government department	Bachelors	13	Married-h1	Protective-serv	Husband	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	government department	9th	5	Single	Other-service	Not-in-family	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Exec-managerial	Unmarried	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Farming-fishing	Own-child	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	government department	Bachelors	13	Single	Prof-specialty	Not-in-family	White-h1	Male	0	2339	55	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Handlers-cleaners	Not-in-family	Non-White	Male	0	0	15	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Other-service	Unmarried	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	Bachelors	13	Married-h1	Exec-managerial	Husband	White-h1	Male	99999	0	50	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Exec-managerial	Unmarried	White-h1	Female	0	0	12	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	Non-White	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	10th	6	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	Masters	14	Single	Exec-managerial	Unmarried	White-h1	Female	0	0	40	United-States
(46.2, 53.5]	Private-h1	10th	6	Married-h1	Transport-moving	Husband	Non-White	Male	0	0	42	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Single	Other-service	Not-in-family	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	Assoc-acdm	12	Single	Prof-specialty	Not-in-family	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	10th	6	Married-h1	Machine-op-inspct	Wife	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Other-service	Not-in-family	Non-White	Male	0	0	40	United-States
(24.3, 31.6]	government department	HS-grad	9	Single	Adm-clerical	Own-child	White-h1	Female	0	0	30	United-States
(60.8, 68.1]	Private-h1	Prof-school	15	Married-h1	Prof-specialty	Husband	White-h1	Male	0	1628	70	United-States
(38.9, 46.2]	government department	HS-grad	9	Married-h1	Protective-serv	Not-in-family	White-h1	Male	0	0	40	United-States
(53.5, 60.8]	government department	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	10th	6	Single	Sales	Own-child	White-h1	Male	0	0	30	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Married-h1	Adm-clerical	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	1887	50	United-States
(24.3, 31.6]	Private-h1	10th	6	Single	Machine-op-inspct	Unmarried	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Adm-clerical	Own-child	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	10th	6	Single	Handlers-cleaners	Own-child	White-h1	Male	0	0	24	United-States
(53.5, 60.8]	Private-h1	7th-8th	4	Single	Machine-op-inspct	Not-in-family	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Adm-clerical	Not-in-family	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Private-h1	12th	8	Single	Transport-moving	Unmarried	Non-White	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	Bachelors	13	Single	Adm-clerical	Not-in-family	White-h1	Male	0	0	30	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Transport-moving	Not-in-family	White-h1	Male	0	0	65	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Other-service	Other-relative	Non-White	Female	0	0	8	United-States
(16.927, 24.3]	Private-h1	12th	8	Single	Handlers-cleaners	Own-child	White-h1	Male	0	0	6	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	7th-8th	4	Married-h1	Protective-serv	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	government department	HS-grad	9	Married-h1	Other-service	Other-relative	Non-White	Female	0	0	40	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Single	Other-service	Not-in-family	Non-White	Female	0	0	35	Outlying-US(Guam-USVI-etc)
(24.3, 31.6]	Private-h1	Some-college	10	Married-h1	Farming-fishing	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	11th	7	Single	Other-service	Not-in-family	Non-White	Male	0	0	40	United-States
(38.9, 46.2]	government department	Bachelors	13	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Assoc-acdm	12	Married-h1	Craft-repair	Husband	White-h1	Male	0	1848	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Other-service	Own-child	White-h1	Male	0	0	30	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Handlers-cleaners	Own-child	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	Assoc-voc	11	Married-h1	Adm-clerical	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Self-employed	HS-grad	9	Single	Farming-fishing	Not-in-family	White-h1	Male	0	0	52	United-States
(16.927, 24.3]	government department	Some-college	10	Single	Tech-support	Not-in-family	White-h1	Male	0	0	50	United-States
(31.6, 38.9]	government department	Bachelors	13	Single	Prof-specialty	Not-in-family	White-h1	Male	0	0	50	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Sales	Husband	White-h1	Male	0	0	50	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Married-h1	Sales	Husband	White-h1	Male	0	0	50	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Single	Adm-clerical	Not-in-family	White-h1	Male	10520	0	40	United-States
(46.2, 53.5]	Self-employed	HS-grad	9	Married-h1	Farming-fishing	Husband	White-h1	Male	0	0	50	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	45	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Single	Exec-managerial	Unmarried	White-h1	Male	0	0	45	Scotland
(24.3, 31.6]	Self-employed	HS-grad	9	Single	Craft-repair	Own-child	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Exec-managerial	Own-child	White-h1	Female	0	0	20	United-States
(16.927, 24.3]	Private-h1	Bachelors	13	Single	Adm-clerical	Not-in-family	White-h1	Female	0	0	40	United-States
(60.8, 68.1]	Private-h1	Some-college	10	Married-h1	Protective-serv	Husband	White-h1	Male	0	0	16	United-States
(24.3, 31.6]	government department	Bachelors	13	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Self-employed	Bachelors	13	Married-h1	Other-service	Husband	White-h1	Male	0	0	10	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Prof-specialty	Not-in-family	White-h1	Male	0	0	60	United-States
(31.6, 38.9]	government department	HS-grad	9	Married-h1	Adm-clerical	Wife	White-h1	Female	0	0	60	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Single	Sales	Not-in-family	Non-White	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	11th	7	Single	Machine-op-inspct	Own-child	White-h1	Male	0	0	60	United-States
(16.927, 24.3]	Private-h1	Bachelors	13	Single	Sales	Not-in-family	White-h1	Male	0	0	50	United-States
(24.3, 31.6]	Private-h1	11th	7	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	45	United-States
(53.5, 60.8]	government department	HS-grad	9	Single	Exec-managerial	Not-in-family	White-h1	Female	0	0	50	United-States
(16.927, 24.3]	government department	Some-college	10	Single	Prof-specialty	Own-child	White-h1	Female	0	0	20	United-States
(53.5, 60.8]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Husband	Non-White	Male	0	0	40	United-States
